pid,pid_s,coupleid,countyid14,gender,age,edu,han_race,hukou,kids,income,fincome_per,urban,marriage_sat,secon_sat,shw_sat,division,hwh,work_only,femma,c_childage_min,c_elderpres,c_elderage_min,c_elderage_max
107,106,154,290,Female,37,Junior high school or below,han,1,1,,11666.67,Urban,4,5,4,5,1,0,2,15,0,,
106,107,154,290,Male,42,Junior high school or below,han,0,1,,11666.67,Urban,5,5,4,3,1,0,3,15,0,,
116,117,163,290,Female,44,4-year college/Bachelor's degree or above,han,0,1,,20000,Urban,5,5,5,3,2,0,5,23,0,,
117,116,163,290,Male,47,Junior high school or below,han,0,1,,20000,Urban,5,5,5,3,0.5,0,4,23,0,,
126,127,180,290,Female,32,Junior high school or below,han,1,2,,14133.33,Rural,5,5,5,2,0,0,5,6,1,62,62
127,126,180,290,Male,33,Junior high school or below,han,1,2,,14133.33,Rural,5,5,5,5,1,0,5,6,1,62,62
129,128,182,290,Female,37,Junior high school or below,han,1,2,,20000,Rural,3,4,2,3,3,0,2,6,1,64,64
128,129,182,290,Male,37,Junior high school or below,han,1,2,,20000,Rural,5,5,5,5,0,0,5,6,1,64,64
133,132,187,290,Male,47,Junior high school or below,han,1,2,,12433.33,Rural,3,3,4,5,0,0,1,20,0,,
132,133,187,290,Female,48,Junior high school or below,han,1,2,,12433.33,Rural,4,5,3,4,2,0,5,20,0,,
135,134,190,290,Female,40,Junior high school or below,han,1,2,,10433.33,Rural,5,3,4,5,3,0,4,5,1,68,68
134,135,190,290,Male,40,Junior high school or below,han,1,2,,10433.33,Rural,5,5,5,4,1,0,3,5,1,68,68
141,140,197,290,Female,50,Junior high school or below,han,1,2,,11731.43,Rural,4,4,5,4,2,0,1,17,0,,
140,141,197,290,Male,50,Junior high school or below,han,1,2,,11731.43,Rural,,,,,1,0,,17,0,,
143,142,199,290,Female,38,Junior high school or below,han,1,2,,19600,Rural,5,5,5,5,2,0,3,7,0,,
142,143,199,290,Male,39,Junior high school or below,han,1,2,,19600,Rural,4,5,5,5,2,0,3,7,0,,
150,149,204,290,Female,37,3-year college,han,0,1,,16666.67,Urban,4,4,4,5,3,0,5,5,0,,
149,150,204,290,Male,43,Senior high school/secondary school/tec,han,0,1,,16666.67,Urban,4,4,4,5,1,0,5,5,0,,
165,5091,225,263,Female,27,Junior high school or below,han,1,0,,60000,Urban,5,5,1,1,1,0,1,,0,,
5091,165,225,263,Male,27,Junior high school or below,.,0,0,,60000,Urban,5,3,3,5,0,0,5,,0,,
166,5282,226,261,Male,27,Junior high school or below,.,,1,,12000,Rural,,,,,1,0,,2,0,,
5282,166,226,261,Female,27,Junior high school or below,han,1,1,,12000,Rural,,,,,2,0,,2,0,,
5329,5330,227,261,Male,35,4-year college/Bachelor's degree or above,.,,1,,36000,.,,,,,0.5,0,,11,0,,
5330,5329,227,261,Female,38,4-year college/Bachelor's degree or above,.,,1,,36000,.,,,,,2,0,,11,0,,
168,5620,230,4,Male,29,4-year college/Bachelor's degree or above,han,0,1,,8333.333,Rural,4,4,5,4,2,0,4,0,0,,
5620,168,230,4,Female,30,4-year college/Bachelor's degree or above,han,1,1,,8333.333,Rural,5,4,5,5,1,0,5,0,0,,
6650,6651,236,206,Male,33,Junior high school or below,han,1,1,,50000,Rural,4,5,5,3,0,0,3,9,0,,
6651,6650,236,206,Female,31,Junior high school or below,han,1,1,,50000,Rural,5,3,2,5,1,0,1,9,0,,
172,171,240,230,Male,42,3-year college,non-han,1,1,,11380,Rural,4,3,4,4,0,0,4,6,1,59,59
171,172,240,230,Female,34,Junior high school or below,non-han,1,1,,11380,Rural,4,3,4,4,2,0,5,6,1,59,59
173,174,241,230,Female,40,Junior high school or below,non-han,1,1,,3766.667,Rural,5,5,5,3,2,0,2,15,0,,
174,173,241,230,Male,41,Junior high school or below,non-han,1,1,,3766.667,Rural,4,3,3,3,0,0,2,15,0,,
175,176,249,230,Male,40,Junior high school or below,non-han,1,1,,1223.333,Rural,3,3,4,3,1,0,1,8,0,,
176,175,249,230,Female,29,Senior high school/secondary school/tec,non-han,1,1,,1223.333,Rural,5,5,5,3,5,0,1,8,0,,
181,182,253,230,Male,42,Junior high school or below,han,1,2,,1250,Rural,2,4,5,4,1,0,5,8,1,75,75
182,181,253,230,Female,40,Junior high school or below,han,1,2,,1250,Rural,5,2,3,4,7,0,2,8,1,75,75
188,189,263,230,Male,36,Junior high school or below,non-han,1,2,,10605,Urban,5,5,5,5,0,0,3,4,1,70,70
189,188,263,230,Female,35,Junior high school or below,non-han,1,2,,10605,Urban,5,4,4,3,4,0,1,4,1,70,70
190,191,264,230,Male,47,Junior high school or below,han,1,2,,5696.667,Urban,5,5,5,5,2,0,5,7,0,,
191,190,264,230,Female,44,Junior high school or below,non-han,1,2,,5696.667,Urban,5,5,5,5,3,0,5,7,0,,
198,199,271,230,Male,30,Junior high school or below,non-han,1,2,,3160,Urban,,,,,,0,,3,1,50,50
199,198,271,230,Female,27,Junior high school or below,non-han,1,2,,3160,Urban,,,,,,0,,3,1,50,50
202,203,273,230,Male,49,Junior high school or below,non-han,1,2,,4580,Urban,5,5,5,5,8,0,5,14,0,,
203,202,273,230,Female,50,Junior high school or below,non-han,1,2,,4580,Urban,5,5,5,5,10,0,5,14,0,,
210,209,276,230,Female,36,Junior high school or below,han,1,1,,13333.33,Urban,3,5,1,1,2,0,1,5,0,,
209,210,276,230,Male,38,Junior high school or below,han,1,1,,13333.33,Urban,4,5,5,2,0,0,3,5,0,,
211,212,278,230,Female,33,Junior high school or below,non-han,1,2,,1770.833,Urban,3,3,1,5,4,0,5,5,1,58,58
212,211,278,230,Male,36,Junior high school or below,han,0,2,,1770.833,Urban,,,,,,0,,5,1,58,58
215,216,283,230,Male,38,Junior high school or below,non-han,1,1,,324,Urban,5,5,5,3,2,0,3,12,1,65,65
216,215,283,230,Female,39,Junior high school or below,non-han,1,1,,324,Urban,5,5,5,3,2,0,1,12,1,65,65
222,221,288,230,Female,39,Junior high school or below,non-han,1,2,,1811.667,Rural,3,2,1,3,1,0,5,7,1,58,58
221,222,288,230,Male,36,Junior high school or below,non-han,1,2,,1811.667,Rural,3,5,3,5,0,0,3,7,1,58,58
223,224,289,230,Female,45,Junior high school or below,non-han,1,2,,2500,Rural,5,5,5,5,4,0,3,6,0,,
224,223,289,230,Male,46,Junior high school or below,non-han,1,2,,2500,Rural,2,3,4,5,0,0,2,6,0,,
225,226,291,230,Male,41,Junior high school or below,non-han,1,2,,392,Rural,5,3,4,3,2,0,3,7,1,68,68
226,225,291,230,Female,39,Junior high school or below,non-han,1,2,,392,Rural,5,4,5,4,6,0,5,7,1,68,68
229,230,293,230,Female,41,Junior high school or below,non-han,1,3,,15000,Rural,3,3,3,5,1,0,3,9,0,,
230,229,293,230,Male,39,Junior high school or below,non-han,1,3,,15000,Rural,4,4,3,5,1,0,4,9,0,,
232,231,297,230,Female,30,Junior high school or below,non-han,1,2,,26147.33,Rural,5,5,5,5,3,0,5,5,1,55,55
231,232,297,230,Male,31,Junior high school or below,non-han,1,2,,26147.33,Rural,5,5,5,3,1,0,1,5,1,55,55
233,234,299,230,Male,27,Junior high school or below,non-han,1,1,,11060,Rural,5,3,5,5,1,0,5,2,1,54,54
234,233,299,230,Female,25,Junior high school or below,non-han,1,1,,11060,Rural,5,4,4,5,3,0,5,2,1,54,54
235,236,300,230,Female,49,Junior high school or below,non-han,1,2,,3542,Rural,5,4,5,5,2,0,5,26,0,,
236,235,300,230,Male,50,Junior high school or below,non-han,1,2,,3542,Rural,4,2,3,4,1,0,3,26,0,,
237,238,301,230,Male,26,Junior high school or below,.,1,1,,3542,Rural,5,4,5,5,3,0,3,1,1,50,50
238,237,301,230,Female,26,Junior high school or below,non-han,1,1,,3542,Rural,5,5,5,5,1,0,3,1,1,50,50
242,241,306,230,Female,26,Junior high school or below,non-han,1,2,,10846.67,Rural,5,5,3,3,3,0,3,1,1,54,54
241,242,306,230,Male,29,Junior high school or below,.,1,2,,10846.67,Rural,5,5,5,3,0.5,0,3,1,1,54,54
243,244,307,230,Female,32,Junior high school or below,non-han,1,2,,20000,Rural,5,5,5,5,2,0,5,7,0,,
244,243,307,230,Male,34,Senior high school/secondary school/tec,non-han,1,2,,20000,Rural,5,4,4,5,1,0,1,7,0,,
246,245,308,230,Male,33,Junior high school or below,non-han,1,3,,4042.857,Rural,5,5,5,5,0.5,0,5,2,1,55,55
245,246,308,230,Female,31,Junior high school or below,non-han,1,3,,4042.857,Rural,3,3,2,5,8,0,3,2,1,55,55
248,247,311,230,Female,27,Junior high school or below,non-han,1,2,,512.5,Rural,4,4,2,4,1,0,3,2,1,51,51
247,248,311,230,Male,27,Junior high school or below,non-han,1,2,,512.5,Rural,4,4,5,5,0,0,4,2,1,51,51
250,249,313,230,Female,28,Junior high school or below,non-han,1,0,,19344.5,Rural,4,3,3,5,1,0,4,,1,52,52
249,250,313,230,Male,29,Junior high school or below,non-han,1,0,,19344.5,Rural,3,3,3,4,1,0,4,,1,52,52
259,258,320,230,Female,42,Junior high school or below,han,1,3,,886.4286,Rural,5,5,5,5,3,0,5,0,1,71,71
258,259,320,230,Male,43,Junior high school or below,non-han,1,3,,886.4286,Rural,5,5,5,5,2,0,1,0,1,71,71
263,262,323,230,Female,44,Senior high school/secondary school/tec,han,1,2,,2488,Rural,4,4,4,4,2,0,2,5,0,,
262,263,323,230,Male,41,Junior high school or below,non-han,1,2,,2488,Rural,5,5,5,2,2,0,1,5,0,,
264,265,324,230,Male,49,Junior high school or below,non-han,1,1,,7416.667,Rural,,,,,2,0,,15,0,,
265,264,324,230,Female,38,Junior high school or below,non-han,1,1,,7416.667,Rural,4,4,3,4,4,0,3,15,0,,
268,269,328,230,Male,26,Junior high school or below,.,1,2,,10080,Rural,,,,,0.5,0,,1,1,50,50
269,268,328,230,Female,26,Junior high school or below,non-han,1,2,,10080,Rural,5,5,1,5,2,0,5,1,1,50,50
283,282,342,230,Male,48,Junior high school or below,non-han,1,2,,6600,Rural,5,5,5,5,0,0,5,20,1,82,82
282,283,342,230,Female,47,Junior high school or below,non-han,1,2,,6600,Rural,1,5,5,5,1,0,5,20,1,82,82
285,284,343,230,Male,42,Junior high school or below,non-han,1,2,,66.66666,Rural,5,5,5,5,2,0,5,4,1,77,77
284,285,343,230,Female,41,Junior high school or below,non-han,1,2,,66.66666,Rural,5,5,5,5,6,0,5,4,1,77,77
296,295,352,234,Female,28,Junior high school or below,han,0,1,,16666.67,Urban,5,5,4,3,5,0,3,3,0,,
295,296,352,234,Male,26,Senior high school/secondary school/tec,han,1,1,,16666.67,Urban,5,1,3,5,0,0,3,3,0,,
298,297,355,234,Male,35,4-year college/Bachelor's degree or above,han,0,1,,16000,Urban,5,5,5,4,1,0,1,11,0,,
297,298,355,234,Female,35,3-year college,han,0,1,,16000,Urban,5,5,4,4,3,0,4,11,0,,
300,299,359,21,Female,37,Junior high school or below,.,,1,,8000,Rural,,,,,2,0,,11,1,65,65
299,300,359,21,Male,35,Junior high school or below,.,,1,,8000,Rural,,,,,0,0,,11,1,65,65
301,302,360,14,Female,40,Junior high school or below,han,1,1,,14000,Rural,5,5,4,3,2,0,1,12,0,,
302,301,360,14,Male,43,Junior high school or below,han,1,1,,14000,Rural,5,5,5,4,0,0,1,12,0,,
308,307,364,235,Female,36,Junior high school or below,non-han,1,3,,20000,Rural,5,5,5,3,2,0,3,2,0,,
307,308,364,235,Male,38,Junior high school or below,han,1,3,,20000,Rural,5,5,5,5,1,0,5,2,0,,
312,311,367,235,Female,50,Junior high school or below,han,1,2,,5626.667,Rural,5,5,2,5,3,0,5,25,0,,
311,312,367,235,Male,49,Junior high school or below,han,1,2,,5626.667,Rural,5,5,5,2,0,0,5,25,0,,
316,315,373,235,Female,27,Junior high school or below,han,1,1,,5048,Rural,5,5,3,4,2,0,3,4,1,58,58
315,316,373,235,Male,27,Junior high school or below,han,1,1,,5048,Rural,5,5,5,5,0,0,2,4,1,58,58
321,322,378,235,Male,48,Junior high school or below,han,1,2,,31600,Rural,5,5,5,4,1,0,2,27,0,,
322,321,378,235,Female,48,Junior high school or below,han,1,2,,31600,Rural,5,5,5,5,3.5,0,5,27,0,,
331,332,389,234,Male,31,Junior high school or below,han,1,2,,3333.333,Urban,5,5,3,3,0,0,1,7,1,62,62
332,331,389,234,Female,32,Senior high school/secondary school/tec,han,1,2,,3333.333,Urban,5,4,3,1,1,0,1,7,1,62,62
340,339,395,234,Female,47,Senior high school/secondary school/tec,han,0,1,,11670,Urban,1,5,5,5,2,0,5,23,,,
339,340,395,234,Male,50,3-year college,han,0,1,,11670,Urban,1,5,3,5,2,0,5,23,,,
341,342,397,234,Male,35,Senior high school/secondary school/tec,han,0,1,,10000,Urban,1,4,4,4,1,0,5,8,1,58,58
342,341,397,234,Female,33,3-year college,han,0,1,,10000,Urban,1,5,1,5,2,0,5,8,1,58,58
347,349,403,234,Male,43,Senior high school/secondary school/tec,han,1,1,,12000,Urban,3,3,4,4,1,0,3,22,1,72,72
349,347,403,234,Female,46,Senior high school/secondary school/tec,han,0,1,,12000,Urban,5,4,2,5,5,0,3,22,1,72,72
356,354,410,234,Female,37,Junior high school or below,han,1,2,,8632.143,Urban,4,4,3,3,3,0,3,8,1,68,68
354,356,410,234,Male,38,Senior high school/secondary school/tec,han,1,2,,8632.143,Urban,4,4,5,4,0,0,3,8,1,68,68
357,353,411,234,Female,40,Junior high school or below,han,0,2,,8632.143,Urban,5,2,1,5,2,0,5,4,1,68,68
353,357,411,234,Male,40,Senior high school/secondary school/tec,han,1,2,,8632.143,Urban,4,3,4,2,0.5,0,2,4,1,68,68
361,360,413,234,Female,49,Junior high school or below,han,0,2,,8000,Urban,5,5,2,5,4,0,1,26,1,79,79
360,361,413,234,Male,47,Junior high school or below,han,0,2,,8000,Urban,5,5,5,5,0,0,4,26,1,79,79
363,362,415,234,Female,40,Junior high school or below,han,1,2,,2550,Urban,5,5,5,3,1,0,5,12,0,,
362,363,415,234,Male,42,Junior high school or below,han,1,2,,2550,Urban,5,5,5,5,1,0,4,12,0,,
395,394,451,236,Female,42,Junior high school or below,han,1,3,,5260,Rural,5,5,5,2,3,0,5,10,0,,
394,395,451,236,Male,42,Junior high school or below,han,1,3,,5260,Rural,5,5,4,5,5,0,5,10,0,,
396,397,452,236,Male,47,Junior high school or below,han,1,2,,6875,Rural,5,5,5,5,2,0,5,24,1,77,77
397,396,452,236,Female,49,Junior high school or below,han,1,2,,6875,Rural,3,3,3,3,4,0,5,24,1,77,77
398,399,454,236,Male,48,Junior high school or below,han,1,2,,14400,Rural,4,5,5,3,8,0,3,26,0,,
399,398,454,236,Female,50,Junior high school or below,han,1,2,,14400,Rural,5,5,5,4,3,0,5,26,0,,
401,400,460,232,Female,34,Junior high school or below,han,1,2,,6000,Urban,5,5,4,5,1,0,4,1,1,74,74
400,401,460,232,Male,33,Junior high school or below,han,1,2,,6000,Urban,5,4,4,4,1,0,3,1,1,74,74
402,403,461,232,Female,49,Junior high school or below,han,1,1,,5040,Urban,5,5,5,5,4,0,5,25,0,,
403,402,461,232,Male,46,Junior high school or below,han,1,1,,5040,Urban,5,5,5,5,1,0,1,25,0,,
415,414,470,232,Female,28,Junior high school or below,han,1,2,,1261.667,Urban,5,4,5,4,2,0,1,1,1,55,55
414,415,470,232,Male,29,Junior high school or below,han,1,2,,1261.667,Urban,5,4,4,5,3,0,3,1,1,55,55
418,419,475,232,Female,26,Junior high school or below,han,1,2,,5250,Urban,5,5,5,4,2,0,3,1,1,62,62
419,418,475,232,Male,30,Junior high school or below,han,1,2,,5250,Urban,5,5,4,5,0.5,0,3,1,1,62,62
421,420,476,232,Male,39,Junior high school or below,han,1,1,,6666.667,Urban,4,4,4,5,0.5,0,5,12,0,,
420,421,476,232,Female,35,Junior high school or below,han,1,1,,6666.667,Urban,5,3,3,5,2,0,5,12,0,,
427,426,481,232,Female,50,Junior high school or below,han,1,3,,1658.571,Urban,5,5,4,4,2,0,4,22,1,69,69
426,427,481,232,Male,48,Junior high school or below,han,1,3,,1658.571,Urban,5,5,5,5,2,0,5,22,1,69,69
432,431,484,232,Female,43,Junior high school or below,han,1,2,,207.5,Urban,4,5,3,5,2,0,5,14,0,,
431,432,484,232,Male,45,Junior high school or below,han,1,2,,207.5,Urban,5,5,5,1,2,0,1,14,0,,
435,436,486,232,Male,42,Junior high school or below,han,1,1,,10073.33,Urban,5,5,5,3,0,0,5,21,0,,
436,435,486,232,Female,42,Junior high school or below,han,1,1,,10073.33,Urban,5,5,5,5,3,0,5,21,0,,
446,445,499,232,Female,32,Junior high school or below,han,1,2,,1000,Rural,4,4,4,5,2,0,4,5,1,57,57
445,446,499,232,Male,35,Junior high school or below,han,1,2,,1000,Rural,5,2,5,4,0,0,3,5,1,57,57
448,447,501,232,Female,40,Junior high school or below,han,1,2,,4116.667,Rural,,,,,,0,,8,1,74,74
447,448,501,232,Male,40,Junior high school or below,han,1,2,,4116.667,Rural,,,,,,0,,8,1,74,74
449,450,502,232,Female,45,Junior high school or below,han,1,2,,6062.5,Rural,5,5,5,2,1.5,0,2,17,0,,
450,449,502,232,Male,46,Junior high school or below,han,1,2,,6062.5,Rural,5,4,5,5,4,0,1,17,0,,
453,454,507,232,Male,25,Junior high school or below,han,1,1,,1822,Rural,5,5,5,5,1,0,1,1,1,61,61
454,453,507,232,Female,25,Junior high school or below,han,1,1,,1822,Rural,4,2,2,4,2,0,4,1,1,61,61
456,455,509,232,Female,43,Junior high school or below,han,1,2,,1766.667,Rural,5,4,4,3,0,0,3,14,0,,
455,456,509,232,Male,45,Junior high school or below,han,1,2,,1766.667,Rural,5,5,5,5,1,0,5,14,0,,
466,465,518,235,Female,39,Junior high school or below,han,1,2,,11577.5,Rural,5,4,5,5,6,0,5,9,0,,
465,466,518,235,Male,40,Junior high school or below,han,1,2,,11577.5,Rural,5,5,5,4,1,0,5,9,0,,
467,468,520,235,Male,44,Junior high school or below,han,1,2,,18358.29,Rural,5,5,5,4,0.5,0,3,12,1,66,66
468,467,520,235,Female,44,Junior high school or below,han,1,2,,18358.29,Rural,5,5,4,5,1,0,3,12,1,66,66
471,472,525,235,Female,36,Junior high school or below,han,1,1,,66783.34,Rural,4,4,4,1,2,0,1,13,0,,
472,471,525,235,Male,36,Junior high school or below,han,1,1,,66783.34,Rural,4,4,4,3,0.5,0,3,13,0,,
478,477,528,235,Female,41,Junior high school or below,non-han,1,3,,14266.67,Rural,5,5,3,3,2,0,1,9,1,76,76
477,478,528,235,Male,41,Junior high school or below,han,1,3,,14266.67,Rural,5,5,5,5,0,0,4,9,1,76,76
480,479,532,235,Female,29,Junior high school or below,han,1,1,,16766.67,Rural,,,,,,0,,8,1,62,62
479,480,532,235,Male,32,Junior high school or below,han,1,1,,16766.67,Rural,,,,,,0,,8,1,62,62
484,483,538,232,Male,43,Junior high school or below,han,1,2,,7825,Rural,5,5,5,4,2,0,2,13,0,,
483,484,538,232,Female,47,Senior high school/secondary school/tec,han,1,2,,7825,Rural,5,4,4,5,4,0,3,13,0,,
485,486,540,232,Male,27,Junior high school or below,han,1,2,,6250,Rural,5,5,5,5,0,0,5,1,1,56,56
486,485,540,232,Female,27,Junior high school or below,han,1,2,,6250,Rural,5,5,3,4,5,0,3,1,1,56,56
487,488,541,232,Female,35,Junior high school or below,han,1,2,,533.3333,Rural,5,5,5,3,2,0,3,9,1,61,61
488,487,541,232,Male,36,Senior high school/secondary school/tec,han,1,2,,533.3333,Rural,5,5,5,3,0,0,1,9,1,61,61
489,490,543,232,Male,35,3-year college,han,1,2,,100,Rural,3,3,5,5,1,0,5,6,0,,
490,489,543,232,Female,31,Junior high school or below,han,1,2,,100,Rural,4,5,4,5,3,0,1,6,0,,
495,496,547,232,Male,44,Junior high school or below,han,1,2,,4000,Rural,3,3,3,4,1.5,0,2,3,1,73,73
496,495,547,232,Female,36,Junior high school or below,han,1,2,,4000,Rural,3,3,3,4,2,0,3,3,1,73,73
499,500,550,232,Male,44,Junior high school or below,han,1,1,,16666.67,Rural,5,5,5,5,7,0,3,20,0,,
500,499,550,232,Female,41,Junior high school or below,han,1,1,,16666.67,Rural,4,3,2,4,7,0,5,20,0,,
502,501,552,232,Female,32,Junior high school or below,han,1,2,,4250,Rural,5,5,5,3,1,0,1,0,1,65,65
501,502,552,232,Male,33,Junior high school or below,han,1,2,,4250,Rural,5,4,5,5,6,0,4,0,1,65,65
505,506,561,236,Male,30,Junior high school or below,han,1,1,,1475,Rural,5,5,5,5,0,0,1,5,1,74,74
506,505,561,236,Female,28,Junior high school or below,han,1,1,,1475,Rural,5,5,5,5,2,0,5,5,1,74,74
507,508,562,236,Male,40,Junior high school or below,han,1,2,,9225,Rural,5,5,5,5,3,0,1,11,0,,
508,507,562,236,Female,41,Junior high school or below,han,1,2,,9225,Rural,4,4,3,5,2,0,4,11,0,,
515,516,569,236,Male,50,Junior high school or below,han,1,2,,18175,Rural,5,5,5,5,1,0,2,22,0,,
516,515,569,236,Female,46,Junior high school or below,han,1,2,,18175,Rural,5,2,4,4,1,0,4,22,0,,
524,523,577,231,Male,49,Junior high school or below,han,1,2,,5000,Urban,,,,,0,0,,14,0,,
523,524,577,231,Female,48,Junior high school or below,han,1,2,,5000,Urban,,,,,4,0,,14,0,,
528,527,582,231,Female,46,Junior high school or below,han,1,2,,5082.5,Urban,5,5,5,5,2,0,1,14,0,,
527,528,582,231,Male,46,Junior high school or below,han,1,2,,5082.5,Urban,5,5,5,2,2,0,5,14,0,,
540,541,592,231,Female,43,Junior high school or below,han,1,3,,2412,Urban,4,4,4,4,3,0,2,13,0,,
541,540,592,231,Male,44,Junior high school or below,han,1,3,,2412,Urban,5,5,5,5,0,0,5,13,0,,
549,548,596,231,Female,32,Junior high school or below,han,1,2,,1666.667,Urban,5,5,3,3,2,0,2,0,1,59,59
548,549,596,231,Male,32,Junior high school or below,han,1,2,,1666.667,Urban,5,4,5,5,0,0,5,0,1,59,59
551,550,597,231,Male,48,Junior high school or below,han,1,2,,8500,Urban,4,5,5,2,0,0,2,7,0,,
550,551,597,231,Female,46,Junior high school or below,han,0,2,,8500,Urban,4,4,3,2,1,0,3,7,0,,
552,553,598,231,Male,50,Junior high school or below,han,1,2,,9203.333,Urban,5,5,5,3,0,0,2,24,0,,
553,552,598,231,Female,49,Junior high school or below,han,1,2,,9203.333,Urban,5,5,5,4,4,0,2,24,0,,
561,560,605,231,Female,41,Junior high school or below,han,1,2,,8240,Rural,1,4,4,5,2,0,1,11,0,,
560,561,605,231,Male,42,Junior high school or below,han,1,2,,8240,Rural,5,5,5,5,0.5,0,2,11,0,,
565,564,610,231,Female,28,3-year college,han,1,1,,6568.571,Rural,4,3,3,5,0,0,1,1,1,58,58
564,565,610,231,Male,29,3-year college,han,0,1,,6568.571,Urban,4,3,4,2,0.5,0,2,1,1,58,58
567,566,612,231,Female,33,Junior high school or below,han,1,2,,7700,Rural,5,5,5,5,1,0,5,6,0,,
566,567,612,231,Male,34,Junior high school or below,han,1,2,,7700,Rural,5,5,5,5,1,0,1,6,0,,
569,568,613,231,Female,50,Junior high school or below,han,1,2,,12225,Rural,5,4,3,4,5,0,5,22,0,,
568,569,613,231,Male,50,Junior high school or below,han,1,2,,12225,Rural,5,4,5,5,2,0,5,22,0,,
571,570,615,231,Female,31,Junior high school or below,han,1,1,,8383.333,Rural,4,4,5,5,2,0,4,4,1,59,59
570,571,615,231,Male,33,Junior high school or below,han,1,1,,8383.333,Rural,5,5,5,1,3,0,1,4,1,59,59
574,575,620,231,Male,47,Junior high school or below,han,1,2,,230,Rural,5,5,5,4,0.5,0,5,25,1,78,78
575,574,620,231,Female,47,Junior high school or below,han,1,2,,230,Rural,1,5,5,5,3,0,5,25,1,78,78
578,577,621,231,Female,40,Junior high school or below,han,1,2,,3600,Rural,4,4,4,4,2,0,2,11,0,,
577,578,621,231,Male,44,Junior high school or below,han,1,2,,3600,Rural,5,5,5,1,1,0,1,11,0,,
579,580,623,231,Female,41,Junior high school or below,han,1,2,,,Rural,4,5,3,3,1,0,3,9,0,,
580,579,623,231,Male,43,Senior high school/secondary school/tec,han,0,2,,,Rural,5,5,5,3,0,0,3,9,0,,
589,590,635,231,Female,44,Junior high school or below,han,1,2,,2294,Urban,3,4,5,4,1,0,5,13,1,70,70
590,589,635,231,Male,46,Junior high school or below,han,1,2,,2294,Urban,5,5,5,4,0,0,3,13,1,70,70
593,592,636,231,Female,28,Junior high school or below,han,1,1,,5000,Urban,4,4,4,4,3,0,3,4,1,57,57
592,593,636,231,Male,29,Junior high school or below,han,1,1,,5000,Urban,4,4,4,3,1,0,1,4,1,57,57
598,599,644,232,Male,45,Junior high school or below,han,1,2,,13460,Rural,2,4,4,1,1,0,1,22,0,,
599,598,644,232,Female,44,Junior high school or below,han,1,2,,13460,Rural,4,4,4,4,3,0,2,22,0,,
617,616,658,232,Female,32,Junior high school or below,han,1,1,,,Rural,4,3,2,3,4,0,2,6,0,,
616,617,658,232,Male,30,Junior high school or below,han,1,1,,,Rural,4,3,4,4,0.5,0,3,6,0,,
625,624,663,232,Female,47,Junior high school or below,han,1,2,,9509.75,Rural,5,5,5,4,3,0,2,24,0,,
624,625,663,232,Male,45,Junior high school or below,han,1,2,,9509.75,Rural,5,5,5,5,1,0,2,24,0,,
628,629,667,236,Female,46,Junior high school or below,han,1,2,,22000.33,Rural,5,3,2,4,1,0,5,18,0,,
629,628,667,236,Male,46,Junior high school or below,han,1,2,,22000.33,Rural,5,5,5,3,0,0,1,18,0,,
630,631,675,236,Male,45,Junior high school or below,han,1,2,,9000,Rural,3,3,3,3,0,0,3,25,0,,
631,630,675,236,Female,46,Junior high school or below,han,1,2,,9000,Rural,5,4,4,4,1,0,4,25,0,,
636,637,683,236,Male,48,Senior high school/secondary school/tec,han,0,2,,5000,Rural,5,5,5,3,1,0,3,23,0,,
637,636,683,236,Female,47,Junior high school or below,han,1,2,,5000,Rural,3,1,4,4,1,0,4,23,0,,
